id,nama,rating,tanggal,Review
5af4df5c-dd8e-40b5-824f-63b5495677ca,Pengguna Google,4,2025-10-24 10:35:59,tolong untuk di himbau para mitra driver nya utk selalu sedia Jas Hujan untuk penumpang .. baik jarak dekat maupun jauh setidaknya di musin hujan saat ini ada jas hujannn jadi utk Customernya tdak kehujanan atau basah kuyup ..
adfa2a83-2c64-483c-b321-aed4129954ee,Pengguna Google,4,2025-10-24 10:35:54,ok
d504d29a-6c98-4969-b320-bb06652de655,Pengguna Google,5,2025-10-24 10:35:12,"mudah,cepat dan banyak pilihan"
35028bb7-3875-430b-93af-dcd360ad493d,Pengguna Google,1,2025-10-24 10:27:02,ga tepat waktu
0528ca32-067b-4e10-ad89-fde6f10e2823,Pengguna Google,5,2025-10-24 10:10:43,mudah dan cepat
8a2e6eb2-5f3c-4f34-97f6-9b9b21c81e0d,Pengguna Google,5,2025-10-24 09:52:25,makasih aplikasi nya bagus banget lumayan......
87fa328f-3ffe-4a53-ab0a-eeab8ab2203b,Pengguna Google,1,2025-10-24 09:52:00,"Pengalaman sy kemarin tgl 19 Oktober 2025 pergi ke bandara. tertulis harga 436rb tiba-tiba driver bilang batalkan sja dari aplikasi nya biar manual gtu. (aku gabanyak tanya, aku pikir harga tetap sesuai seperti di aplikasi paling tambah biaya tol aja) next nyampe bandara ditanya berapa semua total 562rb. gilaaakkk driver nya. tolong dong perbaiki seleksi driver nya"
30217ad0-c842-458e-9c31-d7ddd0e71fe2,Pengguna Google,1,2025-10-24 09:48:31,"driver suka cancel saat sudah dekat dengan lokasi penjemputan. beberapa suka marah"", padahal kata"" yg dikatakan juga sudah sopan. perbaiki dulu attitude drivernya yaa"
56d09a06-98ee-4c98-8206-17c2dc764548,Pengguna Google,5,2025-10-24 09:44:31,sangat membantu
816670d0-689f-49c5-bd98-02211c78ef4f,Pengguna Google,5,2025-10-24 09:35:21,Sangat baik Terimakasih Play store
95bd2202-ceac-41d0-8910-6a833f7d9ac0,Pengguna Google,5,2025-10-24 09:34:47,mantap
de88de27-66b8-4fa3-8084-008dda815833,Pengguna Google,1,2025-10-24 09:29:24,nunggu konfirmasi pesanan lama tidak bisa batalkan order mknan 30 jd 40 ongkir setara mknan
bf435f1c-9ac8-47be-9715-48c90d122ed0,Pengguna Google,5,2025-10-24 08:40:11,sangat membantu mempermudah perjalanan
a988eda4-94ae-4f9b-ab39-af28de4e5225,Pengguna Google,1,2025-10-24 08:34:19,"Kondisi Hujan susah nyangkut, padahal yg nentukan tarif dari Apk nya, klo emg maunya tarif mahal ngaoain jadi ojol grab ya"
8f8a4f84-cad9-4465-b5a6-a2bdb68c7bb9,Pengguna Google,5,2025-10-24 08:28:29,pelayanan bagus ga ribet
b1f98121-e5e1-4daa-9205-86e0e1813a39,Pengguna Google,5,2025-10-24 08:20:14,nice
60792812-8a6a-484d-92f5-f5d1fffb7498,Pengguna Google,5,2025-10-24 07:51:14,alhamdulilah sampe tujuan
c1fcd305-7b80-4082-a085-0c4a3d978403,Pengguna Google,1,2025-10-24 07:44:27,Lu semua bangsaaat manusia yg GK berfikir orang miskin lu peras ini aplikator grab hanya eksplorasi mitranya ini perbudakan yg sangat tidak ada prikemanusiaannya..GK tau malu kalian semua sama biadabnya kalian semua
ff6fc833-8bfc-4a6a-9c07-1148c44cd73e,Pengguna Google,5,2025-10-24 07:35:37,keren parah
5bdd9ca4-5796-4aa5-8dc4-35162634bca9,Pengguna Google,5,2025-10-24 07:32:55,"layanan baik, mobil bersih"
7bf24d70-2b0e-4d0e-9f79-1426730e2056,Pengguna Google,5,2025-10-24 07:16:53,sangat baik
a4f0e653-4bd1-47e6-ab40-8a2e0cdc7f2c,Pengguna Google,1,2025-10-24 07:10:51,selektif dong klo pilih mitra.. jgn bermitra sama org bodoh yg playing victim... tindak tegas mitra yg nakal
50aadd59-169c-43a7-aabf-9396ba771cba,Pengguna Google,1,2025-10-24 07:00:33,"kurang ajar , gabisa batalin pesanan grabfood"
4a1cc355-ea59-4860-948c-321e239fb899,Pengguna Google,5,2025-10-24 06:16:56,nice
3e7d0039-6a94-49d7-b5c6-ebbca0635bc8,Pengguna Google,5,2025-10-24 05:55:20,baik
0c3a7651-7fa1-4bdc-9b09-256b3f6d9578,Pengguna Google,1,2025-10-24 05:29:14,server eror mlu
4848ae45-ba52-4234-9c9a-8eb94e0ad2f3,Pengguna Google,2,2025-10-24 05:24:18,"saya udah bayar paylatter tapi kok, gak bisa di gunain lagi, tolong di perbaikin dong, dan saya bayar gak pernah telat, biasanya pas bayar saldonya balik lagi ke paylatter, ini gak ada"
cea0bec7-3c53-4bd2-b029-da35cbca278d,Pengguna Google,5,2025-10-24 05:22:09,sangat membantu dlm perjalanan.
d22f02e6-21ec-4b67-9df0-808c86d2a1bc,Pengguna Google,5,2025-10-24 04:52:51,semua baik
49d0bb67-9654-4cf2-8099-18bfb02999a1,Pengguna Google,5,2025-10-24 04:46:56,pelayanan mantap
cc6f8aeb-7cac-4c54-ad15-c59abb3eed84,Pengguna Google,5,2025-10-24 04:39:53,terimakasih tuk perjalanan yg nyaman dan aman
95474272-7776-4269-9f31-d4a6ff553413,Pengguna Google,1,2025-10-24 04:31:05,aplikasi jelek
ac21a301-4dd9-485d-83d4-7a63c24fa504,Pengguna Google,1,2025-10-24 04:29:18,"susah bgt pesan makanan gabisa TF Dari bank, pakai kartu juga gabisa."
109d07b2-c25f-422b-90ae-78bfa8501554,Pengguna Google,5,2025-10-24 03:45:18,Baik
4cabf9ad-b9fa-43c5-823d-3921587e385b,Pengguna Google,1,2025-10-24 03:35:09,tidak berguna
35f5122b-062e-448b-9a2f-6afd653643fb,Pengguna Google,5,2025-10-24 03:08:32,mantap
5da65917-60b7-490d-9e61-abb5bccd9d65,Pengguna Google,5,2025-10-24 02:39:08,berguna
301cc29b-82c3-4a27-ba17-13d15e4dc49a,Pengguna Google,5,2025-10-24 01:44:59,ramah
c4cffffb-a9b0-4528-87f5-e476b4d2fdb6,Pengguna Google,5,2025-10-24 01:31:31,selalu menyediakan layanan terbaik
79acf940-b52f-43dc-81fe-e06fd4f45416,Pengguna Google,5,2025-10-24 01:22:23,memudahkan kalo mau kemana mana
973cb3c0-80db-438f-baff-dc6eb2658467,Pengguna Google,5,2025-10-24 00:40:10,sangat bagus.
21b76683-4a00-4d61-b5bd-6f64378af42f,Pengguna Google,5,2025-10-24 00:22:10,"saya sangat nyaman dengan aplikasi grab ,dengan pelayanan yg ramah dan juga driver nya sangat ramah ,pertahan kan trus aplk grabe"
f6dbe7b7-71f7-4dd8-accb-46dac737dfe2,Pengguna Google,5,2025-10-24 00:03:01,terbaik dari kompetitor lain.
3d403581-afed-4268-9588-719f43de7734,Pengguna Google,5,2025-10-24 00:00:36,Mantab
868c46a9-64fc-45ee-9104-6b6ec9536d02,Pengguna Google,1,2025-10-23 23:24:28,"sangat tdk jelas, pembayaran selalu lancar tiba2 paylaternya dibuat hanya Rp1 tanpa pemberitahuan alasan nya"
7f0df60b-7c87-4f99-a6a7-1630d8400888,Pengguna Google,5,2025-10-23 22:36:58,Alhamdulillah berkah cepat
a222b2e9-b101-43dc-be4e-47e3566a6adb,Pengguna Google,5,2025-10-23 22:29:51,mantap
bde553ff-25cd-48c4-896c-1b4a80237f6a,Pengguna Google,1,2025-10-23 17:39:14,dipesan trus dibatalkan sama driver. asu tenen
c30df72d-4544-43fa-9f24-ab093b5130a4,Pengguna Google,1,2025-10-23 16:55:01,"saya pesen grabfood, terus salah pencet eh ga bisa dibatalin, harusnya ada fitur batalkan pesanan dengan mudah"
651616b8-d455-4cc5-b8f0-7597e2385ed1,Pengguna Google,4,2025-10-23 16:07:01,terbaik
ad931196-e81a-41fc-bb02-46b0294113ba,Pengguna Google,5,2025-10-23 15:48:23,mantap
69d788ac-b2e6-4ee5-8216-722f25bf1ec5,Pengguna Google,1,2025-10-23 15:09:48,tolong dong driver ya di bimbing banyak pake knalpot brong saya sebagai penumpang merasa terganggu
332525e1-c156-4ef8-b0a3-24c8d0907238,Pengguna Google,5,2025-10-23 15:09:28,mantap
4862c239-8043-49ef-bd0b-e61dd51f02f6,Pengguna Google,5,2025-10-23 15:07:17,mantabs
eaef3b1b-28e5-4411-a25d-525b16f9ce4a,Pengguna Google,5,2025-10-23 14:39:23,sudut pandang kadang mengadakan demo juga di salah gunakan
1d06d635-d20c-4275-a5fe-08aa0c4f0239,Pengguna Google,5,2025-10-23 14:38:21,bgus
326e0a7d-68c8-4c59-ac76-24f5954066da,Pengguna Google,5,2025-10-23 14:33:40,memudahkn sglnya
f603a60d-d774-4b05-97f1-4bca51e37d7e,Pengguna Google,5,2025-10-23 13:05:28,layan apapun cepat aman
9c4b6cd6-99a3-4f09-87bd-ba14db462b4a,Pengguna Google,5,2025-10-23 12:54:17,"limit saya kenapa jadi berkurang awalnya 3juta trus turun jadi 300ratus setelah itu jadi 1 perak , saya kan selalu bayar tepat waktu.. bahkan belom jatoh temponya sudah bayar"
87b844f5-5aa9-4228-a102-0850a83f7f1d,Pengguna Google,5,2025-10-23 12:42:34,sangat memuaskan
716f81e1-a70c-46fb-9767-e2bed5b0a0e5,Pengguna Google,5,2025-10-23 12:40:00,ok
29121a94-27cf-4c71-9c41-4b2ed62a4591,Pengguna Google,3,2025-10-23 12:09:04,"saya mau pesan makanan di Grabfood kenapa layarnya jadi ngebleng putih gitu yahh, gak langsung ke buka menu restorannya ... tolong kasih solusi padahal aplikasi Grab udah saya instal ulang masih sama"
daa7cb02-48d7-4d54-9c27-a6b034d5cecf,Pengguna Google,5,2025-10-23 12:04:17,"Alhamdulillah aplikasi misah digunakan dan respon supir baik, kendaraan nyaman."
2e831244-9a8d-4902-86a9-62be9de1a470,Pengguna Google,5,2025-10-23 11:55:22,mantap
5fccc2ba-3ef7-4b23-b38a-3eb372ee8f9c,Pengguna Google,5,2025-10-23 11:48:03,siiip
6f2a0391-fb9e-43ae-bef3-ab8a09962c7c,Pengguna Google,4,2025-10-23 11:18:43,sangat membantu
52bb1e5d-f211-4825-a0fc-5c246b4129bc,Pengguna Google,2,2025-10-23 11:01:31,pesanan selalu lama dari waktu estimasi
8e987f12-61ea-45d4-8e9d-39e2b4a4f35e,Pengguna Google,5,2025-10-23 10:58:15,mantapp..kurir nya ramah dan pesanan cepat smpai sehat sllu pak kurir
2407ce16-2500-4191-a0c5-2232368d1943,Pengguna Google,5,2025-10-23 10:56:37,"thanks you,"
02ec2d27-a218-4375-9e77-9769e5ceff54,Pengguna Google,5,2025-10-23 10:43:14,ok ok ok
d2ede059-7d9a-4c95-a267-4317ebde981b,Pengguna Google,5,2025-10-23 10:32:55,baik
45e6843d-29b5-4838-a61c-9fe4d7410256,Pengguna Google,5,2025-10-23 10:19:34,pesanan tepat waktu
f12a157d-96c2-463b-a8ad-3741cf983ed6,Pengguna Google,1,2025-10-23 10:08:20,grabcar selalu cancel saat urgent ke RS padahal udah beberapa meter lagi malah minta cancel ataupun minta dicancel.. keterlaluan bgt driver grabcar kbanyakan juga bawa mobil asal asalan aja
413cdbc7-5a40-47d5-ab22-abba44febaa7,Pengguna Google,5,2025-10-23 10:02:38,sangat membantu
c4382d56-7ebe-46cc-a27a-25f1db660cd6,Pengguna Google,5,2025-10-23 09:52:45,terpecaya
329dc2f0-1306-4389-a932-6a522a06edc2,Pengguna Google,5,2025-10-23 09:18:25,makanan nya enak.. Good jomb mantapp harganya juga murah
525c1aa8-bd71-4f9a-af7e-1e5839d835b0,Pengguna Google,5,2025-10-23 08:51:09,mudah
304b4286-7cce-4062-8d69-559832dbb870,Pengguna Google,5,2025-10-23 08:49:51,memudahkan perjalanan
1272f26b-cd14-48a5-a971-65fab34bb539,Pengguna Google,5,2025-10-23 08:46:49,"bagus banget amanah,banyakin promonya ya"
aae8b349-16fa-4b35-ab81-57f5e1d5526b,Pengguna Google,5,2025-10-23 08:38:38,sangat membantu
b84dc808-d270-459d-b0c3-5e48f9362cce,Pengguna Google,5,2025-10-23 08:36:06,muantapp
c0ce70c0-116e-4f37-a588-91014b86e154,Pengguna Google,5,2025-10-23 08:11:12,sangat bagus
de1039e4-7ffb-4fd4-9325-b379a4989f09,Pengguna Google,5,2025-10-23 07:54:27,orang baik
ee11b48c-3f30-4d8e-ac12-8bc3d873d021,Pengguna Google,5,2025-10-23 07:38:54,layanan sigap ...mantulll
d014596e-6ac7-425e-920b-ed1f44d179ae,Pengguna Google,1,2025-10-23 07:28:14,jgn beli makan disini yg ada mlh lama makanan udah gak fres Krn lambannya pengiriman
e63b99db-23c5-4cc6-85db-cbba1564d807,Pengguna Google,5,2025-10-23 06:27:34,mudah diakses bagus
de6b9ac2-6b09-4bda-89b7-36ea5207ee27,Pengguna Google,1,2025-10-23 06:21:03,"iklan nyaaaaaaa... tolongggggggggggggg, setiap main game selalu nemu iklan ini, dan tombol x nya ga bisa di pencetttttttt, gregettttttttt anj"
db895282-9ae1-468d-9434-c14c7ec28d84,Pengguna Google,5,2025-10-23 06:15:37,sangat membantu dalam segala keperluan
938de68f-7afc-494b-b2f2-fc92d96f7ec5,Pengguna Google,1,2025-10-23 05:47:22,"ngak usah deh ada kerjasama sama indomaret tentang pengantaran, kalau karyawan kalian sendiri ngak mau ngantar, saya pesan pengantaran grab express sejam harus sudah sampai ini malah telat sekali lebih dari 3 jam."
c3b26a89-8e60-4e6b-a801-39d634e1c2fa,Pengguna Google,1,2025-10-23 04:54:16,di undur terus waktunya sampai gk aku jadiin belinya☹️
28951a45-94a9-4ab0-9b8f-d477c53bf605,Pengguna Google,5,2025-10-23 04:14:53,oke
ff6a48fb-c0e6-4e79-968a-40ac10c23260,Pengguna Google,5,2025-10-23 03:55:00,👍
60892f61-d28a-443f-8654-a6ca1b179e8a,Pengguna Google,5,2025-10-23 03:53:12,Memudahkan
9b2350a1-d67b-4291-b352-48bfa2ed13eb,Pengguna Google,5,2025-10-23 03:52:10,perjlnan cpt dan nyaman tepat waktu
d8e40581-5262-45b8-b7a3-3aa0866fef1a,Pengguna Google,1,2025-10-23 03:30:55,"ini kenapa grab saya jadi loading lemot parah dan ovo paylater saya juga ngga bisa dibayar karna loading terus, pas mau bayar gabisa terkoneksi antara grab ke ovonya. gimana ini? limit saya dari 6 jt juga turun ke 3jt. dari kemarin begini terus. siapa yang mau tanggung jawab kalau begini terus kondisinya sampai tanggal 30 saya bakal kena bunga 0.2persen per hari. tolong diperbaiki segera"
de058490-9622-47b3-8c3a-afc615428ff0,Pengguna Google,5,2025-10-23 03:25:51,mantap
0fd2c338-1684-412e-861c-82a4584b9fc6,Pengguna Google,5,2025-10-23 03:22:21,ok
ddd7d7a1-c7c4-475c-aad2-2491ece933d3,Pengguna Google,1,2025-10-23 03:09:14,ni aplikasi ngelag banget co buang buang waktu kalo nunggu yang ada gua kesiangan ke tempat kerja
3700ad0c-e813-49ac-aadd-dd6bd270bddb,Pengguna Google,5,2025-10-23 03:07:51,trimakasih
8f3ebb70-8e5f-4c26-9661-42c846cda22e,Pengguna Google,5,2025-10-23 03:03:54,kenapa limit paylater saya hilang? tolong kembali kan limit saya lagi.
cf62b496-88f0-4a63-8965-117edcb09b63,Pengguna Google,1,2025-10-23 02:59:35,so bad
b286d948-17d9-4703-a52e-2aad680260eb,Pengguna Google,1,2025-10-23 02:56:21,"Aku sering kali ngalami ini, pesanan dibatalkan, baik itu perjalanan maupun makanan tapi karena pembayaran menggunakan Kartu Debit, jadi saldo saya terpotong otomatis dan ketika pesanan saya batal, saldo saya tidak pernah dibalikin dan itu sudah terjadi beberapa kali, aplikasi yang sangat merugikan"
0491764b-e290-4c5a-a7d7-7a106946ee22,Pengguna Google,2,2025-10-23 02:30:35,Kaget dengan tarif yg 2x dri harga biasa... Pdhl deket. Kapok langsung hapus apk ini beralih pake transport online yg stabil tdk kadang murah kadang mahal
3f2e6d0d-6f4e-43dd-b2cb-12bcb7f3990b,Pengguna Google,5,2025-10-23 02:05:18,semoga tetap humanis dlm melayani pelanggan ..
5c675da2-97e1-49d0-bdc4-91517cb4b1f5,Pengguna Google,2,2025-10-23 01:23:29,"harganya ko suka naik tiba tiba, kurang stabil. semakin sering menggunakan tapi jarang banget dapat diskon."
5a7fad7d-f06e-494f-a598-0a9ceb440c63,Pengguna Google,5,2025-10-23 01:20:48,Best
48685927-14f5-4562-9a4e-33a2dad0a0b7,Pengguna Google,5,2025-10-23 01:16:01,bagus pertahankan
21477b0b-7e53-4046-a67c-a145821095f9,Pengguna Google,3,2025-10-23 00:40:57,"kenapa akhir2 ini nggak ada drivernya, disaat lagi butuh atau buru2? awalnya baik-baik aja sampe akhir2 ini jarang ada pengemudi"
cbb59bfa-8d76-45ac-a39d-8ba1757754b2,Pengguna Google,5,2025-10-23 00:16:42,suka pls sama grab harga nya mumer tpi mines nya cri driver di daerah ku susah bgt :( prnh 10 menit an kurang nungguin g dpt :<
8b036f21-eaf2-43fb-90ba-4ffadf8f4e21,Pengguna Google,1,2025-10-23 00:16:05,cari grabnya suka lama kalau dapet pasti dibatalin sama pengemudinya alasannya maaf dek terlalu jauh
f35ba4d4-921a-43e0-a39c-dfcd6391f170,Pengguna Google,4,2025-10-23 00:07:27,bagus
8c3ba9e2-bed6-4c27-820b-b699dfbc7ec8,Pengguna Google,1,2025-10-23 00:02:54,sangat susah milih antara grab car dan bike pilih car kembali ke bike..tujuan car hanya 3 kenapa..?
9bb84394-2753-4a93-a52a-f3f50b815ba7,Pengguna Google,1,2025-10-22 23:54:38,GK jelasaaas mengganti pembayaran semau y!!!
32b36681-10e9-4f07-8de7-57fbfc7840d3,Pengguna Google,5,2025-10-22 23:51:18,terbaik
0b278e7e-790f-49e2-aea9-3e9f0cab2c79,Pengguna Google,5,2025-10-22 23:32:32,Aplikasi nya mudah dan cepat
4757d3f7-efce-4cea-a4b2-63ac64aadce6,Pengguna Google,5,2025-10-22 22:50:52,Sangat baik
d82ff54e-0a28-4394-b26a-d732869939c0,Pengguna Google,5,2025-10-22 20:34:10,Gama jaya selalu
352bb16e-5453-4068-960d-0661f04b0705,Pengguna Google,5,2025-10-22 20:26:49,kurir nya baik dan ramah
aecb5cd6-44bb-4006-a5ac-c293c16284c7,Pengguna Google,4,2025-10-22 20:12:35,baguss
e28036fd-0b32-47b5-9356-83e19c90358f,Pengguna Google,5,2025-10-22 19:38:17,Alhamdulillah selamat grebnya ramah ga ngebut
9673a2f8-d049-4d38-8cd0-4c010e1bc339,Pengguna Google,5,2025-10-22 19:26:12,bagus
f3ea9a9e-6e2f-496a-9bda-7c5a92432f4a,Pengguna Google,1,2025-10-22 18:05:32,grab aplikasi nassundalang
fc001abe-5d1f-4746-bc1c-64d6edd98335,Pengguna Google,5,2025-10-22 18:04:43,Good
ce14ff21-5c70-493e-ac6e-54eac127dfae,Pengguna Google,5,2025-10-22 17:02:21,bagus
1037a738-16e5-4905-a327-b768f0b72341,Pengguna Google,4,2025-10-22 16:55:12,nice
6aa09d06-3bf9-4a0b-9ca5-dd5bebf47573,Pengguna Google,1,2025-10-22 16:17:47,"aplikasi aneh, selalu bayar tepat waktu dan gak pernah nunggak ,bahkan sering transaksi tapi limit ovo paylater nya dari 6jt jd 2,5jt ehh skrng malah jadi 0 rupiah, aneh memang aplikasi satu ini, udah mulai mau bangkrut apa yah, makin lama makin bnyak alesan nya"
f4ccbaf5-d805-4a34-9544-fa4e5b3f1d5b,Pengguna Google,5,2025-10-22 16:05:04,mantaf
7f7217a5-3088-4b96-b918-436f3583a88c,Pengguna Google,2,2025-10-22 16:01:23,why can't install grab in my tablet s10 lite?
9115da65-e5a2-472b-a11a-99a2d6dd384a,Pengguna Google,5,2025-10-22 15:58:50,Bagus bet sih
2942fb0c-a7bf-4734-9922-4b4dfdbdd0bc,Pengguna Google,1,2025-10-22 15:23:44,apalah masa gua mesen grabfood udah nunggu lama malah di batalin mulu udah 3 kali kontoI
12ee7745-1c7a-456b-adbf-c75c906f8b76,Pengguna Google,5,2025-10-22 14:55:21,"Alhamdulillah, terimakasih grab"
3fef8dbd-b7b7-4e0d-bc6b-af3a80215e95,Pengguna Google,5,2025-10-22 14:40:10,kenapa ga bisa di update?😑
836a146e-f455-4ac4-a381-a74584fb8068,Pengguna Google,5,2025-10-22 14:32:13,saya puas
e1fbd15a-7c9c-4a2f-89b3-450c4ac6d1ad,Pengguna Google,5,2025-10-22 13:45:33,Oke sipp
2efb1d6c-c3e1-4b7b-a62c-bf2289ad362a,Pengguna Google,5,2025-10-22 13:40:27,jajaj
d1d829b9-f120-4483-8d65-f0eb5f544bea,Pengguna Google,1,2025-10-22 13:34:02,cari drivernya lama sekali dapet drivernya yg males malesan gak mau jemput
16343015-76ce-49c8-92e7-fe3c6db58900,Pengguna Google,5,2025-10-22 13:32:19,bagus pelayanan bagus
bf87a9f9-adea-4075-b285-42b85224d50c,Pengguna Google,1,2025-10-22 13:31:44,"DELIVERY NYA TOXIC, DAN BATALIN SEPIHAK"
1e47f01e-c241-438e-9efa-205de7ba0566,Pengguna Google,1,2025-10-22 13:20:14,"cari driver dari jam 17.42 sqmpai jam 20.19 masih tidak dapat, apa""an ini. di jakarta segitu banyak driver masa gk ada yg mau pick orderan"
407ee245-1e0b-4dd0-9459-227461872e86,Pengguna Google,5,2025-10-22 13:19:30,good
294b0a64-585f-4894-9092-99142f77259f,Pengguna Google,5,2025-10-22 13:02:59,baik dan ramah
d567156f-2443-4307-8262-2c8c7eeb4905,Pengguna Google,1,2025-10-22 12:59:04,"kalo pesan yg standar nunggu lama tidak dpt driver, kalo instan yg deket ternyata banyak"
433f0a5b-a033-4d4d-bca0-0ca0e1cd0d1a,Pengguna Google,1,2025-10-22 12:58:36,ovo paylater gk bsa dpkai Rp.1 gila
c4a9bbd0-b81f-4312-99c2-7a9aaa49fea7,Pengguna Google,5,2025-10-22 12:32:12,keren
